clade_name	WAMP34	WAMP33	WAMP29	WAMP27	WAMP26	WAMP25	WAMP24	WAMP23	WAMP22	WAMP21	WAMP20	WAMP19	WAMP18	WAMP15	WAMP14	WAMP13	WAMP12	WAMP11	WAMP10	WAMP09	WAMP07	WAMP06	WAMP05	WAMP04	WAMP03	WAMP02	TAF018B	TAF018A	TAF017E	TAF017C	TAF017A	TAF008B	PYK005A	PYK004A	PYK003A	PYK002A	PYK001A	OAK005A	OAK004A	OAK003A	OAK002A	OAK001A	ESA008A	ESA007A	ESA006A	ESA004A	ESA003A	ERR3579826	ERR3579825	ERR3579824	ERR3579823	ERR3579822	ERR3579821	ERR3579820	ERR3579819	ERR3307054	ERR3307053	ERR3307052	ERR3307051	ERR3307050	ERR3307049	ERR3307048	ERR3307047	ERR3307046	ERR3307045	CS48	CS47	CS46	CS45	CS44	CS43	CS42	CS40	CS39	CS38	CS37	CS36	CS35	CS34	CS33	CS32	CS31	CS30	CS29	CS28	CS27	CS26	CS24	CS23	CS22	CS21	CS20	CS19	CS18	CS17	CS16	CS15	CS14	CS13	CS12	CS11	CS10	CS09	CS08	CS04	CS03	CS02	CS01	CHS36	CHS31	CHS29	CHS27	CHS26	CHS22	CHS14	CHS03	CHS01	Abusir1594	Abusir1574	Abusir1519	Edo10	Edo9	Edo8	Edo4	Edo3	Edo2	Edo1
Fusobacterium_hwasookii	0	0	0.00289	0.01043	0	0	0.01278	0	0	0.00526	0	0	0.00201	0.03392	0	0	0	0.30012	0	0	0.00277	0.0547	0	0.24115	0.44651	0.03138	0	0	0	0	0	0	0	0.04806	0	0.00228	0	0.01651	0.00499	0	0.07183	0	0	0	0	0	0.08329	0.02434	0.13144	0.11487	0.35523	0.01385	0	0.02103	0.00415	0	0.01651	0.26424	0.43185	0.35955	0.00087	0.14109	0.26121	0.98545	0.10054	0	0.02692	0.45353	2.0176	0.20898	0	0.73797	0	0.03723	0	0.00829	0	0	0.99921	0.08288	0.13818	0.31785	0.05559	6.89311	0	0	0	0.3203	0.81959	0.2626	0.04125	0	3.19919	1.65502	0	1.51441	0.11066	0.12392	2.87527	0.40358	0	3.43023	0.0229	0.60581	0	0	0	0.02588	0	0.00652	0	0	0	0	0	0.00804	0	0.00245	0	0.05035	0	0	0	0	0.08534	0	0
candidate_division_SR1_bacterium_MGEHA	0	0	0	0.00635	0	0	0.02282	0.00088	0	0.00379	0	0	0	0.07145	0.11642	0	0	0.29951	0	0	0.07789	0.01133	0	0.27003	0.13734	0.16082	0	0	0	0	0	0	0	0.04279	0	0	0	0	0.03671	0	0.09496	0	0	0	0	0.09172	0.00229	0.14115	0.31086	0.11263	0.72246	0.06755	0.34331	0.36932	0.00164	0.01466	0.03981	0.35852	0	1.83446	0.28236	0.15603	0.17217	0.94602	1.43174	0	0	0.04465	0	0.34886	0	0.07667	0	0	0	0	0	0	0.12198	0	0.00831	0.05955	0	0.48183	0	0	0	0.30734	0.27744	0.04888	0	0	0.17106	1.18517	0	0.06162	0	0.25486	0.24875	0.01478	0	0.42588	0	0.22139	0	0	0	0.45275	0	0	0	0	0	0	0	0	0	0.00022	0	0.07312	0	0	0	0	0	0	0
Abiotrophia_defectiva	0.07057	0	0	0	0	0	0.04206	0.01697	0	0	0	0	0	0.02462	0.12846	0	0	0.24045	0.09367	0	0.14318	0	0.00382	0.1665	0.07888	0.02492	6.70103	0.19206	0	0.56773	0	0.04377	0	0.14815	0	0.0032	0	0.01445	0.41245	0	1.7708	0	0	0.07821	0.07332	0.02941	1.39234	0.02746	0.20453	0	0.1052	0.02701	0	0.14262	0.42029	0.00291	0.01116	0.06748	2.01587	1.38606	0.4548	0.28841	0.34906	0.00693	0.00445	0	0.03749	0.02757	1.94462	0	0	0.69633	0	0	0	0.01647	0	0	0.88586	0	0.02246	0.44034	0	1.14872	0	0	0	0.31802	0.03505	0.07281	0.03644	0	0.45659	0.02091	0.02301	0.14892	0	0	0.47276	0.22836	0	0.19783	0	0.03858	0	0	0	0.0846	0	0.0105	0	0	0	0	0	0.03706	0.00314	0	0	0.03965	0	0	0	0	0.04501	0	0
Desulfovibrio_sp_OH1186_COT_070	0.1414	0.0034	0.07158	0.11952	0.00062	0	0.04353	0.00511	0.00333	0.05731	0	0.10115	0.07098	0.24214	0	0.47069	0.00076	0.07233	0.20197	0.03103	0.28693	0.01209	0.44937	0.07077	0.10548	0.55491	0.0199	0	0	0	0	0	0.01776	0.02391	0.00955	0	0	0	0.16968	0.00693	0.06948	0	0.27481	0.03795	0.02264	0	0.42608	0	0	0	0.40137	0	0	0.10835	0	0.77124	0.19541	1.0085	0	0	0	0.17542	0	0.03026	0.03877	0	0.00198	0.04333	0	0	0	0	0	0.06059	0.00846	0.00533	0	0	0.02451	0	0.05039	0.07901	0	0.01132	0	0	0	0.12292	0.16559	0.35502	0	0	0.03037	0.01165	0	0	0	0	0.06744	0.1519	0.08969	0.12674	0.1096	0	0	0	0.02215	0.00355	0	0.10057	0	0	0.00465	0	0	0.00013	0	0.00258	0	0.14224	0	0	0	0	0	0	0
Pauljensenia_hongkongensis	0	0.04702	0.01192	0.01455	0	0	0.00465	0.16522	0.16315	0.02521	0.03454	0.06689	0.07101	0.11568	0	0.04157	0.0519	0	0	0.05688	0.78379	0.0152	0.00188	0	0.16396	0.04044	0.01161	0.01011	0	0.58092	0	0.25141	0	0.72801	0	0.0128	0.15172	0.88212	0.72543	0.009	0.09242	0	0.09445	0.04865	0.0842	0	0.33309	0.71293	3.48024	0	0.00251	0.52182	0.02204	0.05144	0.02089	0.04429	0.01912	0.03953	0.05149	0.08017	0.14084	0.18346	0.02997	0.00027	0	0	0.12515	0.2253	0	0.46156	0	0	0	0.02347	0	0.00118	0	0	0	0	0.02422	0.01723	0	0	0	0	0.01852	0.00814	0.04961	0	0.01702	0.00624	0.05836	0.00238	0	0.01965	0.24947	0	0.06036	0.01241	0.0384	0.05627	0.16993	0.16852	0.04385	0.015	0	0.05463	0	0.00346	0	0	0	0	0	0.02167	0.04005	0.01715	0	0.01908	0.01951	0.02567	0	0	0	0	0
Actinomyces_gerencseriae	2.5008	0.01986	0.09369	0.01852	0	0	0.03658	0.13006	0.12251	0.01598	0.05349	0.47165	0.05368	0.00898	0.02346	0.13572	0.05374	0	0	0.01198	0.06458	0.00466	0.01209	0	0.01106	0.00757	0.00466	0	0	0	0	0.23898	0.00448	0.03373	0.39141	0.09062	0.33716	5.02747	1.35205	3.11226	0.02853	0.09069	0.07885	0.03116	0.09095	0.22991	0.05633	0.40543	0.03553	0.00437	0.00177	0.06855	0.00323	0.00829	0.0461	0.50806	0.01678	0.01834	0	0.01654	0.1237	0.2155	0.5419	0	0	0	0.01566	0	0	0	0	0	0	0	0.05236	0	0	0	0	0	0.01205	0.00898	0.52912	0	0	0	0.00608	0.00238	0.04507	0	0.48913	0	0.04257	0	0.02971	0	0	0	0	0	0	0	0.01364	0.07919	0.0644	0.04376	0.00152	0.09793	0	0.30281	0	0.00271	0.02504	0.01996	0.0075	0.01116	0.07741	0.00708	0	0.01499	0.01007	0.02598	0	0	0	0.00207	0
Selenomonas_sp_oral_taxon_892	0	0.00523	0	0.00187	0	0	0.11849	0.00153	0.01359	0.04002	0	0.00942	0.00525	0.03727	0	0.00487	0	0	0.0298	0	0.28593	0.05392	0	0	0.0195	0.0424	0.36816	0	0	0	0	0.01091	0	0.40345	0	0.08061	0	0.0387	0	0	0.00885	0	0.26155	0.01903	0.00555	0	0.29164	0.00923	0.03744	0.09331	0.06142	0.05444	0.00255	0.17685	0	0.05961	0.04776	0.27086	0.07787	0.33866	0.02135	0.09746	0.32924	0.01907	0.01501	0	0.05263	0.48937	0.01072	0	0	0.24711	0	0.01051	0	0.00894	0	0	0.07828	0	0.03011	0.36701	0	0.02069	0	0	0	0.08603	0.06876	0.61844	0	0.00722	0.34017	0.00278	0.02603	0.10177	0.1971	0.03647	0.3891	0.14184	0	0.22468	0.0489	0.14131	0.05558	0	0	0.05558	0	0	0	0	0	0	0	0.04649	0	0	0	0.02513	0	0	0	0	0.10825	0	0
Aggregatibacter_segnis	0	0	0	0.00202	0	0	0.00596	0.02497	0.00367	0.01324	0	0	0	0.11018	0	0.02695	0	0.22157	0.0315	0	0.23159	0.01994	0.00376	0.23346	0.17856	0.31106	0.15354	0	0	0.03341	0	0.00578	0	0.04278	0	0.02064	0	0.00775	0.15295	0	0.03063	0	0.04288	0	0.01652	0.05619	0.17019	0.04057	0.21613	0.00832	0.66908	0.04074	0.02069	0.16436	0.00546	0.00953	0.57465	0.55623	0.01891	0.06641	0.05491	0.08917	0.06905	0.00622	0.02748	0	0.0025	0.32701	0	0.24378	0	0.14243	0	0.03343	0	0.00195	0	0	0.30463	0	0.00599	0.19892	0	0.17532	0	0	0	0.44025	0.10998	0.61866	0	0	0.41281	0.29639	0.04245	0.01813	0	0	0.17401	0.07673	0	0.6387	0.0117	0.08838	0	0	0	0.27758	0	0	0	0	0	0	0	0.00037	0	0.00655	0	0.10582	0	0	0	0	0.00251	0	0
GGB6814_SGB9728	0	0.02789	0	0.03618	0	0	0	0.01627	0.00532	0	0	0	0.19337	0.20516	0.02958	0	0	0.51095	0.05779	0	0.04233	0.17941	0.00091	0.56151	0.61481	0.0868	0	0	0	0.96086	0	0	0	0.27577	0	0	0	0.08669	0.08241	0.0015	0.87004	0	0	0	0.00074	0.01732	0.05757	0.00125	0.00025	0	0.22215	0.08746	0	0.15781	0	0	0.02115	0.06961	0	0	0	0.37678	0.14621	0.36129	0.01995	0	0	0.01185	0.80595	2.04523	0	0.33237	0	0.00797	0	0.00482	0	0	0	0	0.0763	0.14954	0.10759	3.85185	0	0	0	0.0283	0.37836	0	0	0	0	0.07542	0	0.27652	0.01368	0	1.38185	0.05116	0	0.51889	0	0.1014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12154	0	0	0	0	0.03935	0	0
Schaalia_meyeri	0.0994	0.02871	0.04453	0.03664	0.1037	0	0.04055	0.33978	0.05484	0.00388	0.0069	0.04907	0.22744	0.10857	0.03996	0.07357	0.05827	0.00128	0.04038	0	0.00553	0.00458	0.12587	0	0.05011	0	0.02807	0	0	0	0	0.01987	0.01879	0.05551	0.05683	0.41657	0.25197	0.28831	0.09597	0.28491	0.00879	0.01977	0.00301	0.03338	0.0308	0.02634	0.036	0.00878	0.0535	0.0821	0.0622	0	0	0.01236	0.11229	0.0076	0	0	0.00071	0.00914	0.00592	0.27977	0.04857	0.00023	0	0	0.14325	0	0	0	0.02371	0.00377	0.07712	0	0.04621	0.00076	0	0	0.01079	0.25434	0.03165	0.00528	0.49301	0.00995	0	0	0.04973	0.00825	0.2597	0	0.02526	0	0.16599	0	0	0.36164	0.00759	0	0	0	0.05633	0.08696	0.00173	0.16977	0.04675	0.03895	0	0.06267	0	0.3658	0	0.00601	0	0	0.04192	0.10143	0.03605	0.00838	0	0.03044	0.01601	0.00968	0	0.00745	0	0.00707	0.00864
Eikenella_halliae	0	0	0	0	0	0	0.01177	0.01599	0.00228	0	0	0	0	0.06618	0.11632	0	0	0	0	0	0.04595	0	0.00155	0.0506	0.01549	0.03439	0	0	0	0	0	0	0	0.13619	0	0	0	0.01022	0.15649	0	0.35304	0	0	0	0.02287	0.51399	0.01564	1.17956	0.42064	0.23909	1.49705	0.25155	1.31673	1.8595	0.25797	0.16973	0	0.13241	2.29652	0.22938	2.02893	0.90293	1.29199	0.01132	0.01906	0	0	0	0.07044	0	0	0	0	0	0	0	0	0	0.83936	0.10287	0	0.00522	0.24819	0.09016	0	0	0	0.97731	1.08402	0.01568	0	0	0	0	0	0.08032	0	0.08758	0.01381	0.09869	0	0.03328	0	0.02878	0	0	0	0.41901	0	0	0	0	0	0	0	0	0	0.00308	0	0.17556	0	0	0	0	0.15059	0	0
Leptotrichia_buccalis	0	0.03538	0.01708	0.04312	0	0	0.10407	0.01654	0.02818	0.01105	0	0.01229	0.00398	0.04601	0.05246	0.06642	0	0.02448	0.05394	0	0.21823	0.08766	0.02127	0.02794	0.09104	0.04798	0	0	0	0	0	0.02015	0	0.04666	0	0.04507	0	0.0359	0.01238	0	0.00599	0	0.0381	0.38703	0	0.01327	0.04808	0	0.032	0	0.02105	0.05754	0.01433	0.00761	0	0.0886	0.00022	0.04066	0	0.01616	0	0.0644	0.07117	0	0.00023	0	0.15	1.94143	0.05175	0.45097	0	0.06766	0	0.02531	0	0.01114	0	0	0	0.03856	0.00648	0.45388	0.07877	0.05944	0	0	0	0.566	0.32546	0.17514	0.01654	0.0241	1.33332	0.00563	0	0.10568	0.49778	4.64934	1.16231	0.42098	0	0.19932	0.47081	0.30709	0.13341	0	0.00793	0.11803	0	0	0	0	0	0	0	0.00015	0	0.01097	0	0.01349	0	0	0	0	0	0	0
Neisseria_sp_oral_taxon_014	0.01222	0	0.00561	0.01046	0	0	0.04545	0.15583	0.09318	0.00796	0	0.00607	0.06641	0.18739	0.12818	0.00636	0	0.19459	0.08231	0	0.41654	0.01357	0.01802	0.20756	0.2383	0.53437	0	0	0	0.41349	0	0.00227	0	0.51409	0	0.00521	0	0.03823	0.78414	0	1.77288	0	0.03115	0	0.28047	0.01615	0.12763	0.24515	0.02906	0	0.00051	0.02198	0.02445	0.84714	0.10494	0	0	0	0.01791	0	0.02596	0.05589	0.35374	0.00426	0.00186	0	0.06912	0	0	0.38897	0	0.02786	0	0.01806	0	0	0	0	0	0.01146	0	0.00142	0	0.02372	0	0	0	0.34315	0.25275	0.14493	0.00786	0	0.081	0	0	0.07688	0.28057	0.02926	0.60034	0.01079	0.00396	0.00825	0.04133	0.10689	0	0	0	0.03605	0	0	0	0	0	0	0	0.00246	0	0	0	0.55247	0	0	0	0	0.15768	0	0
Pyramidobacter_piscolens	0	0	0.0375	0.00338	0.00068	0	0	0	0	0.48336	0.14277	0	0	0.00723	0	0	0	0	0.02365	0	0.01351	0	0	0	0.00019	0	0	0	0	0.36727	0	0	0.04053	0.01607	0.15768	0	0.24461	0	0.17715	0.0047	0.2258	0	0.02402	0.21867	0.00662	0	0	0	0	0	0	0.16638	0	0.27828	0	0.11245	0	0.00342	0	0	0.1359	0.44528	0	0	0	0	0.00832	0	0.06211	0.22431	0.05331	0.08787	0	0.00379	0	0.45158	0.16209	0.04081	0	0	0.01103	0.22795	0	0	0	0	0.01498	0.02774	0	0.06597	0	0	0	0	0	0.1739	0	0.03051	0.13641	0.01382	0.09955	0	0.00489	0	0	0.02302	0.16765	0	0.02823	0.06263	0.80911	0.14263	0.00077	0	0.03034	0.05547	0	0	0	0.14401	0.03541	0.05094	0.11143	0.20811	0	0.00189	0.63296
Capnocytophaga_sp_oral_taxon_332	0.01659	0	0	0.00332	0	0	0.05111	0.02513	0.0009	0	0	0	0.00096	0.1676	0.0514	0.00414	0	0.15286	0	0	0.0503	0	0.0084	0.1383	0.04838	0.15727	0	0	0	0	0	0	0	0.01876	0	0.01998	0	0	0.02184	0	0.0168	0	0	0	0.00936	0.14749	0.01089	0.11328	0	0	0.03154	0.55106	1.31823	0.23168	0.02023	0.01898	0.00912	0.12291	0	0.14256	0	0.1557	0.36802	0.09117	0.48744	0	0.00978	0.23829	0	0.14177	0	0.08012	0	0	0	0	0	0	0.42376	0.05278	0.01046	0.04166	0.05497	0.50928	0	0	0	0.47498	0.38996	0.02174	0.00467	0.01337	0.59468	0.20615	0	0.1094	0.04408	0.04999	0.39261	0.01202	0	0.04972	0.00447	0.13739	0	0	0	0.15988	0	0	0	0	0	0	0	0	0	0.00456	0	0.02239	0	0	0	0	0	0	0
Bergeyella_cardium	0.00341	0.0008	0	0	0	0.01386	0.22352	0	0.02072	0	0	0	0	0.29179	1.89399	0	0	0.74545	0	0	0.35644	0.06772	0.08312	0.78247	0.19466	0.29656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05982	1.53492	0.08781	0	0.04346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00768	0.474	1.73329	0	0	0.0891	0	0.00481	0	0.0004	0	0.00484	3.51149	0.61973	0.01266	0.05417	0	0.59432	0	0	0	5.8452	0.61967	0.55711	0	0.05346	0.03325	0.78113	0.01735	0.77201	0	4.68659	0.81786	0.065	0	0.61557	0.02405	0.06728	0.01252	0.01383	0.00074	1.26468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09186	0	0
Candidatus_Gracilibacteria_bacterium_GN02_873	0.1429	0	0	0.00216	0	0	0.04291	0	0.00239	0	0	0	0	0.58758	0.1575	0.00295	0	0.69678	0	0	0.03093	0.01611	0.05859	0.71221	0.02997	0.09896	0	0	0	0	0	0	0	0.00167	0	0	0	0	0	0	0	0	0	0	0	0.17329	0.02388	0.04135	0	0	0.25909	0.13236	0.48002	0.13738	0	0	0.00091	0.13867	1.89442	0	0.00535	0.04488	0	1.05208	0.3202	0	0.00689	0.19488	0.57091	0	0	0.23939	0	0	0	0	0	0	0.83821	0.00744	0.01075	0.02201	0	0.55482	0	0	0	0.66644	0.29984	0.29131	0	0	0	1.13713	0	0.11983	0.00322	0.36847	0.21545	0.04018	0	0.29589	0.007	0.06476	0	0	0	0.35255	0	0	0	0	0	0	0	0	0	0.06203	0	0.03187	0	0	0	0	0.16246	0	0
Dialister_invisus	0	0.00249	0.00351	0.00364	0.00273	0	0	0	0	0.00743	0.04196	0.01347	0.02846	0.0021	0	0.00669	0.00936	0.00676	0	0	0.02132	0	0	0	0.06343	0	0	0	0	0	0	0	0	0.11094	1.37971	0.04443	0	0.01747	0	0	0.00058	0	0	0.05402	0	0.00121	0.00424	0.09447	0.15478	0.50825	0.28575	0.35372	0.02564	0.43594	0.66851	0.88887	0.17216	0.39532	0.13753	0.11	0.05919	0.20162	0.2188	0	0	0	0.04281	0.05282	0.02259	0	0.0011	0.05671	0	0.00426	0	0.0385	0	0	0.03968	0.01935	0.10102	0.1348	0	0	0	0	0.00658	0.06056	0.00016	0.06806	0	0	0.03539	0	0.12836	0.01112	0.01971	0	0.17285	0.022	0.33579	0.03973	0.01299	0.29217	0.10254	0.00395	0	0.05497	0	0.21262	0	0	0	0.08525	0.00146	0.01211	0.04981	0.00442	0	0.01194	0	0	0	0	0	0	0
Kingella_denitrificans	0.06923	0	0	0.00599	0	0	0.10324	0.02488	0.01629	0	0	0	0.00604	0.62941	0.13201	0	0	0.29407	0	0	0.01831	0	0	0.31037	0.16496	0.0113	0	0	0	0	0	0	0	0.14705	0	0.0017	0	0.00692	0.01585	0	1.73624	0	0	0	0	0.06585	0.1361	0.0191	0	0	0.56979	0.76472	0.00096	0.37032	0.2314	0.00581	0.06819	0.19208	3.23196	0.23175	0.0386	0.04261	0.02689	1.21	0.10427	0	0.00958	0	0.40298	0.25753	0	0.16247	0	0	0	0	0	0	0.1159	0	0.00883	0.00241	0.00647	0.50016	0	0	0	0.07714	0.61792	0	0	0	0.01572	0	0	0.27801	0.00632	0	0.203	0.00209	0	0.31924	0.00089	0.39724	0	0	0	0.00213	0	0	0	0	0	0	0	0	0	0	0	0.01993	0	0	0	0	0.82235	0	0
Corynebacterium_durum	0	0	0	0.00168	0	0.00299	1.05512	0.01207	0.01721	0	0	0	0.00616	0.07725	0.04781	0	0	0.25411	0	0	0.01663	0.00811	0	0.28119	0.19385	0.03578	0	0	0	0	0	0	0	0.02382	0	0	0	0.03639	0.06052	0	3.16066	0	0.24901	0	0.00135	0	0.01097	0.02984	0.09384	0.30255	0.78954	2.23864	0	0.17038	0.16476	0	0	0.15322	0.49836	0.42186	0.05028	1.20835	0.00491	0.01872	1.30895	0	0	0	2.02927	0	0	0.80931	0	0	0	0	0	0	0.3593	0	0	0	0	0.09165	0	0	0	0.02628	0.97568	0	0	0	0.10082	0.01502	0	0.27782	0.01036	0	0.68264	0	0	0.11076	0	0.93108	0	0	0	0	0	0	0	0	0	0	0	0.00149	0	0.00168	0	0.1134	0	0	0	0	1.5041	0	0
Arachnia_SGB15899	0.0229	0.01273	0.01169	0.00697	0	0	0.51206	0.296	0.13553	0.00138	0	0.02951	0.0799	0.2511	0.02348	0.01614	0.00377	0.07915	0.61661	0	0.22346	0.09523	0.00124	0.05778	0.1869	0.13528	0	0	0	0.5217	0	0.02265	0	0.24878	0	0.00937	0.03502	0.33396	2.09882	0.0287	6.62678	0	0.0054	0.03748	0.0768	0.02499	0.08921	0.00857	0.01674	0	0.09155	0.38758	0.00254	0.08327	0	0.00708	0	0.00036	0	0	0.0035	0.00428	0.0608	0	0	0	0	0	0	0.02242	0	0.08455	0	0	0	0	0	0	0	0	0	0	0	0.03987	0	0	0	0.01775	0.67151	0	0	0	0	0	0	0.07858	0.093	0	0.20497	0	0	0.17721	0.00258	0.20679	0	0	0	0	0	0.03434	0	0	0.00224	0	0	0.04123	0.00366	0.00028	0	0.09071	0	0	0	0	0.46401	0	0
Haemophilus_parainfluenzae	0	0	0	0.00794	0	0	0	0.00342	0.00078	0	0	0	0	0.03939	0.00972	0	0	0	0.57373	0	0.00943	0	0	0	0.04729	0	0.5028	0	0	0.00926	0	0	0	0.06335	0	0	0	0	0.1176	0	0.48381	0	0	0	0	0	0	0.16775	0.76135	0.24131	0.18252	0.09093	0.44897	0.04625	1.04157	0.07145	0.00836	0.11341	1.03292	0.24939	1.84988	0.15938	0.31917	0.15418	0.22807	0	0	0	0.05607	0	0	0.18924	0	0	0	0	0	0	0.00207	0	0.02171	0.00723	0	1.10368	0	0	0	0.08326	0.1239	0.05845	0	0	0.3487	0.02051	0	0.02085	0	0	0.03877	0.00601	0	0.1823	0	0.05657	0	0	0	0	0	0	0	0	0	0	0	0.02216	0	0	0	0.05041	0	0	0	0	0.06464	0	0
Actinomyces_naeslundii	0.06211	0	0.00467	0.00151	0	0	0.07606	1.16316	0.01539	0.00381	0.01318	0	0.26846	0.03053	0.03516	0.00144	0.0195	0.02453	0.14071	0	0.04007	0.01005	0.00074	0.02419	0.14716	0.18898	0	0.01093	0	0.02824	0	0.14166	0	0.61753	0	0.01092	0.26359	0.22211	0.32868	0.02535	0.76615	0	0.02672	0	0.13887	0	0.15915	0.2408	0.15188	0.02412	0.0124	0.29916	0.0823	0.21487	0.44509	0.04258	0.02722	0.02251	0.00811	0	0.02931	0.07896	0.44366	0.00505	0.03737	0	0.05459	0	0	0.22191	0	0.02129	0	0	0	0.00116	0	0	0	0	0	0	0	0	0	0	0	0	0.08189	0	0.03998	0	0.01472	0	0	0.0095	0.2312	0	0.03416	0.03902	0.0074	0.0205	0.01344	0.10455	0	0.00416	0	0	0	0.00651	0	0.00487	0	0	0.01441	0.06836	0	0	0	0.01985	0	0	0	0	0.08438	0	0
Rothia_dentocariosa	0	0	0	0	0	0	0	0.00092	0	0	0	0	0	0.00304	0.04981	0	0	0	0	0	0.04036	0	0	0	0.0094	0.00943	0	0	0	0	0	0	0	0	0	0	0	0.00178	0.11694	0	1.18566	0	0	0	0.19895	0	0.02808	0.67655	0.56713	0.79597	0.60385	0.24117	0.00796	0.00258	4.14223	0.1886	0.00044	0.09312	0.63502	3.07714	6.66604	0.78185	0.18444	1.04183	0.38958	0	0.01186	0	11.97043	0	0	0.20714	0	0	0	0	0	0	0.06123	0	0.00393	0	0	0.26808	0	0	0	0	0.22719	0.0047	0.0023	0.00214	0.69957	0	0	0.06182	0	0	0.15862	0.0033	0	0.09475	0	0.90782	0	0	0	0.06295	0	0.01356	0	0	0	0	0	0.00194	0	0	0	0.21171	0	0	0	0	0	0	0
GGB12796_SGB19893	0	0	0	0.00491	0	0	0.10547	0.01433	0.00108	0	0	0.14685	0.32289	0.22253	0	0	0	0.39098	2.69196	0	0.10419	0.25858	0	0.37066	0.16208	0.46305	0.12041	0	0	1.46241	0	0.09983	0	0.06692	0	0.01459	0	0.00379	0	0	0.00287	0	0.00125	0	0.01596	0	0.16951	0.0002	0.57819	0.19496	0.02906	0.01168	0.01939	0.01458	0	0	0.01571	0.11054	0.09124	0.04091	0.00258	0.00882	0.01818	0.01497	0.07656	0	0.00325	1.0705	0	0	0	0.31607	0	0	0	0	0	0	0.54476	0	0.08422	0.03069	0	0.0756	0	0	0	0	0.03257	0.00868	0	0	0.0343	0.14624	0	0	0.07073	0	0.02527	0.04901	0	0.37794	0	0.00413	0	0	0	0.00091	0	0.04118	0	0	0	0	0	0.00308	0	0.00018	0	0.00754	0	0	0	0	1.01144	0	0
Selenomonas_noxia	0	0.00737	0.00543	0.01399	0	0	0.00736	0.05171	0.03371	0.03273	0	0.01827	0.01049	0.08286	1.89787	0.1451	0.00123	0.00375	0	0	0.77156	0	0.00248	0	0.02608	0.06729	0	0	0	0	0	0.01201	0	0.31048	0	0.03034	0.01285	0.1583	0.31983	0	0.00736	0	0.02952	0.04455	0.00998	0.08064	0.13771	0.21927	0.4625	0.00368	0	0.50432	0.07977	0.03412	0.1022	0.22166	0.00277	0.03261	0.07301	0.14223	0.21074	0.37256	0.10553	0	0.00404	0	0.05128	0.04595	0	0.05839	0	0	0	0.02091	0	0	0	0	0	0	0	0.00216	0	0	0	0	0	0.03889	0.02168	0.00232	0.00656	0	0	0	0	0.00922	0.23982	0.64075	0.10552	0.03336	0	0.01541	0.1044	0.02787	0	0	0	0.0528	0	0	0	0	0	0	0	0	0	0	0	0.00185	0.00445	0	0	0	0	0	0
Selenomonas_sputigena	0	0.02255	0.00979	0.01584	0	0	0.04383	0.07552	0.03711	0.035	0.01159	0.01931	0.11351	0.14036	0.04767	0.17078	0.02838	0.00762	0	0	0.06888	0.0082	0.03297	0	0.03979	0.12762	0.02694	0.0852	0	0	0	0.19064	0	0.05708	0	0.06656	0.00434	0.05432	0.01115	0	0.00181	0	0.15628	0.07275	0	0.00679	0.06695	0.05424	0.04101	0.03186	0.01212	0.55515	0.01935	0.06878	0.19004	0.37333	0.11178	0.09864	0.05967	0.0846	0.06433	0.09241	0.02541	0	0	0	0.02055	0.11117	0	0.69876	0	0	0	0.0161	0	0.01661	0	0	0	0	0.01391	0.02201	0	0	0	0	0	0	0.01295	0.01085	0	0	0	0	0	0	0.11757	0	0.01579	0.05367	0.01356	0	0.03084	0	0.03644	0	0	0.01956	0	0	0	0	0	0.00779	0	0.00051	0.03375	0.00129	0	0.00994	0	0	0	0	0.00486	0	0
Neisseria_bacilliformis	0	0.00853	0	0.01216	0	0	0.24112	0	0.01088	0	0	0	0	0.00428	0.00739	0.01746	0	0.08532	0	0	0.1748	0.00211	0.20141	0.07845	0.01913	0.06905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00729	0	0	0	0.03555	0.09698	0	0.36924	0.59992	0.82644	0.12281	0	2.44263	0.62453	0.10386	0	0	0	1.20332	2.62278	1.07801	0.66957	0	0	0.00097	0	0.00413	0.3556	0	0	0	0	0	0	0	0	0	0	0.07458	0.02094	0	0.03093	0	0.00095	0	0	0	0.31493	0.07803	0.14582	0	0	0	0	0	0.00781	0	1.07122	0.09972	0	0	0.02019	0.06385	0.1005	0	0.01929	0	1.9582	0	0.03294	0	0	0	0	0	0	0	0	0	0.00005	0	0	0	0	0	0	0
